,Name,Api,Field - Aliased,County,Status - Aliased,Well Type - Aliased,First Production Date,Spud Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Latitude,Longitude,Lateral Length,Completion Date,Lease,Current Operator - Reported,field reported,well type-reported,wellbore profile reported,Original Operator - Aliased,Wellbore Profile - Aliased
?,ORION A 5 2H,42-301-33928-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,3/30/2018,95367,626682,296090,31.95586967,-103.6133499,31.95586967,-103.6133499,5063.486328,Mon Aug 06 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,ROCAZOLLER STATE 54-1-12 LOV 9H,42-301-33918-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,7/5/2018,,,,31.97187233,-103.6029282,31.97187233,-103.6029282,4897.662109,Wed Apr 03 2019 00:00:00 GMT-0500 (Central Daylight Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,PECOS 39 1H,42-301-33950-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,11/1/2018,4/27/2018,57987,283091,0,31.91059113,-103.8545837,31.91059113,-103.8545837,4486.86084,Sat Dec 15 2018 00:00:00 GMT-0600 (Central Standard Time),08-285537 : PECOS 39,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,STATE ATLAS H 10H,42-301-33902-0000,SANDBAR (BONE SPRING),LOVING,,PERMIT,1/1/2019,6/3/2018,115649,630177,0,31.94251442,-103.6302032,31.94251442,-103.6302032,10237.17773,Mon Dec 31 2018 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,ROCAZOLLER STATE 54-1-12 LOV 8H,42-301-33917-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,7/1/2018,,,,31.97195625,-103.6029282,31.97195625,-103.6029282,4765.893066,Wed Apr 03 2019 00:00:00 GMT-0500 (Central Daylight Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,PECOS 39 2H,42-301-33951-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,6/26/2018,52493,278267,0,31.91065979,-103.8545837,31.91065979,-103.8545837,4537.078613,Thu Jan 10 2019 00:00:00 GMT-0600 (Central Standard Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,CBR 41-44D 4H,42-301-33942-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,4/16/2018,,,,31.91338539,-103.8845062,31.91338539,-103.8845062,10800.51367,Wed Apr 18 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285633 : CBR 41-44D,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,WRANGLER B UNIT 2H,42-301-33913-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,3/29/2019,,,,31.91344452,-103.5187531,31.91344452,-103.5187531,9874.217773,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,SILVERTIP 76-9 UNIT E 2H,42-301-33949-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,7/8/2018,,,,31.96816254,-103.560936,31.96816254,-103.560936,11617.96875,Tue Aug 07 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50963 : SILVERTIP 76-9 UNIT E,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,ORION B 5 5H,42-301-33931-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,4/1/2018,120688,478158,466019,31.95585823,-103.6061325,31.95585823,-103.6061325,5058.032227,Sun Aug 05 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,BOYD 21 5H,42-301-33932-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,7/1/2018,4/1/2018,150250,397485,624921,31.77593613,-103.463028,31.77593613,-103.463028,4851.614258,Sun Jul 22 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285011 : BOYD 21,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,ORION B 5 4H,42-301-33930-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,3/21/2018,86301,429605,364737,31.9558773,-103.6094742,31.9558773,-103.6094742,5080.598633,Sun Aug 05 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,GRAND FORKS 75-5 LOV 1H,42-301-33870-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,9/1/2018,5/19/2018,30617,44814,122147,31.90441322,-103.3738632,31.90441322,-103.3738632,5444.942871,Mon Sep 24 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50952 : GRAND FORKS 75-5 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,CBR 11-2 1H,42-301-33916-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,7/1/2018,3/22/2018,196918,979395,535481,31.96947289,-103.8219299,31.96947289,-103.8219299,11050.41992,Thu Oct 04 2018 00:00:00 GMT-0500 (Central Daylight Time),08-284847 : CBR 11-2,"WPX ENERGY PERMIAN, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,CBR 41-44 G-7H,42-301-33945-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,OIL,1/1/2019,4/4/2018,83449,304702,0,31.91359138,-103.8845062,31.91359138,-103.8845062,10943.15918,Thu Mar 28 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",HALEY,OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,CY 41 1H,42-301-33922-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,PERMIT,1/1/2019,3/28/2018,65527,220826,0,31.91359138,-103.8855057,31.91359138,-103.8855057,5666.538574,Sat Jan 12 2019 00:00:00 GMT-0600 (Central Standard Time),,"WPX ENERGY PERMIAN, LLC",HALEY,PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,ARROWHEAD A 1H,42-301-33946-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,6/9/2018,,,,31.85401154,-103.3375397,31.85401154,-103.3375397,10727.73633,Sun Oct 28 2018 00:00:00 GMT-0500 (Central Daylight Time),,OASIS PETROLEUM PERMIAN LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL
?,CBR 41-44 F-6H,42-301-33944-0000,HALEY (LWR. WOLFCAMP-PENN CONS.),LOVING,Active,OIL,1/1/2019,4/4/2018,85886,294162,0,31.91352272,-103.8845062,31.91352272,-103.8845062,10876.65527,Sat Mar 30 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",HALEY,OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,WEBER 26 G003,42-301-33856-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,2/25/2018,97354,199081,242848,31.83358002,-103.4750595,31.83358002,-103.4750595,5015.577637,Tue Dec 18 2018 00:00:00 GMT-0600 (Central Standard Time),08-49996 : WEBER 26,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,WEBER 26 G007,42-301-33858-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,2/22/2018,59828,146161,476826,31.83353806,-103.4752121,31.83353806,-103.4752121,5014.19043,Fri Dec 14 2018 00:00:00 GMT-0600 (Central Standard Time),08-49996 : WEBER 26,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,WOLF 80-TTT-B33-WF SA 205H,42-301-33752-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,4/1/2018,2/6/2018,209046,884771,0,31.68545151,-103.6115494,31.68545151,-103.6115494,6469.203613,Mon Apr 30 2018 00:00:00 GMT-0500 (Central Daylight Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,WEBER 26 G006,42-301-33857-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,3/8/2018,80816,156639.5,229325,31.83356094,-103.4751358,31.83356094,-103.4751358,5013.84375,Wed Dec 12 2018 00:00:00 GMT-0600 (Central Standard Time),08-49996 : WEBER 26,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,ASH 55-1-32 UNIT 2H,42-301-33971-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,3/1/2019,10/9/2018,6696,21751,0,31.91155815,-103.7759781,31.91155815,-103.7759781,10953.12598,Wed Jan 30 2019 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,REED 24 UNIT 3H,42-301-33961-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,11/2/2018,,,,31.90506363,-103.4894562,31.90506363,-103.4894562,5180.170898,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,PISTOL 24-10,42-301-33973-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,10/1/2018,5/30/2018,36401,89763,0,31.93354225,-103.3346558,31.93354225,-103.3346558,4754.153809,Sun Oct 14 2018 00:00:00 GMT-0500 (Central Daylight Time),,COG OPERATING LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,HOWARD POSNER 83-TTT-B33 SA 203H,42-301-33980-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,11/13/2018,43415,156048,0,31.72068596,-103.6120224,31.72068596,-103.6120224,7490.679688,Mon Feb 11 2019 00:00:00 GMT-0600 (Central Standard Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,EL PATRON UNIT 6H,42-301-33988-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,5/8/2018,,,,31.94611931,-103.4564972,31.94611931,-103.4564972,10202.24512,Sun Sep 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49998 : EL PATRON UNIT,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,LONGHORN 55-1-30 UNIT 2H,42-301-33926-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,12/1/2018,8/12/2018,44205,192380,0,31.93335915,-103.8017426,31.93335915,-103.8017426,8312,Tue Dec 18 2018 00:00:00 GMT-0600 (Central Standard Time),08-286220 : LONGHORN 55-1-30 UNIT,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,BIG HORN 56-1-19 2H,42-301-33967-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,4/25/2018,76008,471290,379603,31.95521164,-103.890007,31.95521164,-103.890007,4825.777832,Tue Aug 07 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285074 : BIG HORN 56-1-19,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,POPLAR 55-1-24 UNIT 2H,42-301-33972-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,12/1/2018,9/16/2018,115756,349419,0,31.95739555,-103.7024841,31.95739555,-103.7024841,10975.2832,Fri Nov 09 2018 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,ORION A 5 1HR,42-301-33974-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,8/1/2018,5/18/2018,58935,513066,209875,31.95588493,-103.6135101,31.95588493,-103.6135101,5075.865234,Mon Aug 06 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50950 : ORION A 5,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,REN STATE 13 1H,42-301-33966-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,8/1/2018,6/12/2018,64873,91818,214849,31.97097969,-103.363884,31.97097969,-103.363884,4965.040039,Mon Aug 13 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50881 : REN STATE 13,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,EL PATRON UNIT 6H,42-301-33987-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,5/8/2018,196961,334118,913427,31.94500542,-103.4605331,31.94500542,-103.4605331,10187.57031,Sun Sep 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49998 : EL PATRON UNIT,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,SAN BERNARD 55-2-9 LOV 1D,42-301-33956-0000,"TUNSTILL, EAST (DELAWARE)",LOVING,Active,INJECTION,,7/30/2018,,,,31.86494446,-103.7610092,31.86494446,-103.7610092,1320,Thu Aug 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-50645 : SAN BERNARD 55-2-9 LOV,SHELL WESTERN E&P,"TUNSTILL, EAST (DELAWARE)",,VERTICAL,SHELL OIL COMPANY,VERTICAL
?,PECOS STATE 39-46C 3H,42-301-33959-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,5/2/2018,66908,332485,0,31.91059303,-103.8535767,31.91059303,-103.8535767,9812.753906,Fri Jan 18 2019 00:00:00 GMT-0600 (Central Standard Time),08-285541 : PECOS STATE 39-46C,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,PECOS STATE 39-46D 4H,42-301-33960-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,11/1/2018,5/2/2018,114919,558651,0,31.91052437,-103.8535767,31.91052437,-103.8535767,9819.017578,Sun Jan 13 2019 00:00:00 GMT-0600 (Central Standard Time),08-285544 : PECOS STATE 39-46D,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,LUDEMAN B 2525,42-301-33921-0000,SANDBAR (BONE SPRING),LOVING,,PERMIT,3/1/2019,11/9/2018,8585,17904,0,31.92778587,-103.439888,31.92778587,-103.439888,8145.455566,,,"RSP PERMIAN, LLC",SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,PECOS STATE 39-46B 2H,42-301-33958-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,4/30/2018,120077,643991,0,31.9106617,-103.8535767,31.9106617,-103.8535767,9837.750977,Sat Jan 12 2019 00:00:00 GMT-0600 (Central Standard Time),08-285533 : PECOS STATE 39-46B,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,MAGNUS LARSON 04-TTT-B02 203H,42-301-33978-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,10/15/2018,79348,301211,0,31.74510574,-103.5967331,31.74510574,-103.5967331,7468.460938,Tue Nov 27 2018 00:00:00 GMT-0600 (Central Standard Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,EL PATRON UNIT 4H,42-301-33982-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,9/1/2018,5/11/2018,271303,442123,1314246,31.9449501,-103.4607391,31.9449501,-103.4607391,10192.22363,Sun Sep 09 2018 00:00:00 GMT-0500 (Central Daylight Time),08-49998 : EL PATRON UNIT,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,RUSTLER D UNIT 1H,42-301-33897-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,5/13/2018,,,,31.93995667,-103.5090485,31.93995667,-103.5090485,10107.26367,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,PECOS STATE 39-46A 1H,42-301-33952-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,4/29/2018,112260,590989,0,31.91052246,-103.8545837,31.91052246,-103.8545837,9773.708984,Mon Jan 07 2019 00:00:00 GMT-0600 (Central Standard Time),08-285530 : PECOS STATE 39-46A,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,CROCKETT REESE STATE UNIT B 2411H,42-301-33991-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,5/29/2018,86009,119280,618542,31.94379044,-103.4569321,31.94379044,-103.4569321,7370.210449,Thu Nov 08 2018 00:00:00 GMT-0600 (Central Standard Time),08-48927 : CROCKETT REESE STATE UNIT B,COG OPERATING LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,LUDEMAN A 2525 1H,42-301-33920-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,10/12/2018,,,,31.92782021,-103.4397659,31.92782021,-103.4397659,8134.245117,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,TITAN SWD 1,42-301-33979-0000,EL MAR (DELAWARE),LOVING,Active,PERMIT,,8/29/2018,,,,31.94591713,-103.6424484,31.94591713,-103.6424484,227,Thu Nov 08 2018 00:00:00 GMT-0600 (Central Standard Time),08-51287 : TITAN SWD,"OWL SWD OPERATING, LLC",EL MAR (DELAWARE),,VERTICAL,"OWL SWD OPERATING, LLC",VERTICAL
?,EL PATRON UNIT 9H,42-301-33990-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,4/12/2019,,,,31.94617653,-103.4562912,31.94617653,-103.4562912,10181.39355,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,REED 24 UNIT 4H,42-301-33962-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,11/1/2018,10/12/2018,91008,126930,0,31.90497208,-103.4894562,31.90497208,-103.4894562,5500.579102,Tue Oct 16 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,BIG HORN 56-1-19 3H,42-301-33968-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,8/1/2018,4/23/2018,98742,558854,469530,31.95521164,-103.8900909,31.95521164,-103.8900909,4837.980957,Tue Aug 07 2018 00:00:00 GMT-0500 (Central Daylight Time),08-285171 : BIG HORN 56-1-19,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,RKI EXPLORATION & PRODUCTION LLC,HORIZONTAL
?,HOWARD POSNER 83-TTT-B33 SA 204H,42-301-33981-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,11/14/2018,36631,139670,0,31.72068596,-103.6120224,31.72068596,-103.6120224,7477.446777,Mon Feb 11 2019 00:00:00 GMT-0600 (Central Standard Time),,MATADOR PRODUCTION COMPANY,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,MATADOR PRODUCTION COMPANY,HORIZONTAL
?,REED 24 UNIT 5H,42-301-33963-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,11/1/2018,8/20/2018,158205,343063,0,31.91358948,-103.4888458,31.91358948,-103.4888458,8071.65918,Mon Oct 29 2018 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,RUDD DRAW 29-3 13H,42-301-34033-0000,PHANTOM (WOLFCAMP),LOVING,,OIL,,12/24/2018,,,,31.82009697,-103.4632034,31.82009697,-103.4632034,5416.263184,,,COG OPERATING LLC,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,BOLD JOHNSON 56-T1-35X26 SA W101H,42-301-33849-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,7/6/2018,,,,31.91885757,-103.8367691,31.91885757,-103.8367691,8293.630859,Mon Oct 15 2018 00:00:00 GMT-0500 (Central Daylight Time),,BHP BILLITON PET,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,BHP BILLITON PET,HORIZONTAL
?,TAYLOR FC26-17 6H,42-301-34034-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,7/10/2018,,,,31.86644745,-103.4599838,31.86644745,-103.4599838,10817.96777,,,"RSP PERMIAN, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"RSP PERMIAN, LLC",HORIZONTAL
?,MCGREGOR C UNIT 9H,42-301-34007-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,3/1/2019,12/27/2018,77,1011,0,31.91126251,-103.5356674,31.91126251,-103.5356674,9986.367188,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,PAINTBRUSH 27-6-21 5101H,42-301-34009-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,,10/1/2018,,,,31.87223434,-103.3265228,31.87223434,-103.3265228,10874.19238,Tue Feb 19 2019 00:00:00 GMT-0600 (Central Standard Time),,OASIS PETROLEUM PERMIAN LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,OASIS PETROLEUM NORTH AMERICA LLC,HORIZONTAL
?,STATE 48 W7HN,42-301-34014-0000,PHANTOM (WOLFCAMP),LOVING,Active,PERMIT,11/1/2018,7/8/2018,39026,74496,167821,31.76616478,-103.4999847,31.76616478,-103.4999847,5243.344727,Sun Nov 25 2018 00:00:00 GMT-0600 (Central Standard Time),08-50263 : STATE 48,"HEADINGTON ENERGY PARTNERS, LLC",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"HEADINGTON ENERGY PARTNERS, LLC",HORIZONTAL
?,SID M. KYLE 26 E007,42-301-34031-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,9/1/2018,6/18/2018,105839,202210,223105,31.92643929,-103.6200409,31.92643929,-103.6200409,5525.367676,Tue Mar 19 2019 00:00:00 GMT-0500 (Central Daylight Time),08-48957 : SID M. KYLE 26,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,SID M. KYLE 26 C002,42-301-34030-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,9/1/2018,7/25/2018,99970,202374,470295,31.92643929,-103.6202011,31.92643929,-103.6202011,5561.524902,Tue Mar 19 2019 00:00:00 GMT-0500 (Central Daylight Time),08-48957 : SID M. KYLE 26,"ROSEHILL OPERATING COMPANY, LLC",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,MCGREGOR A UNIT 11H,42-301-34005-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,3/1/2019,3/8/2019,270,981,0,31.9112587,-103.532341,31.9112587,-103.532341,9984.106445,Fri Mar 22 2019 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,SAGUARO 1 3,42-301-33997-0000,SANDBAR (BONE SPRING),LOVING,Active,PERMIT,,7/7/2018,,,,31.99288177,-103.5095367,31.99288177,-103.5095367,180,Fri Apr 12 2019 00:00:00 GMT-0500 (Central Daylight Time),,"HILLSTONE DACO PERMIAN, LLC",SANDBAR (BONE SPRING),,VERTICAL,"HILLSTONE DACO PERMIAN, LLC",VERTICAL
?,WAHOO 53-2-23 LOV UNIT 5H,42-301-33993-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,3/15/2019,,,,31.83829308,-103.5151215,31.83829308,-103.5151215,7445.016113,Fri Mar 22 2019 00:00:00 GMT-0500 (Central Daylight Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,MCGREGOR A UNIT 12H,42-301-34006-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,3/1/2019,9/21/2018,215,803,0,31.9112587,-103.5322342,31.9112587,-103.5322342,9978.228516,Tue Mar 19 2019 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,MCGREGOR B UNIT 10H,42-301-34004-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,3/1/2019,2/8/2019,115,555,0,31.9112606,-103.5355606,31.9112606,-103.5355606,9984.297852,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
